domain,cluster,strand,section_type,question,level,level_name,source,text
Innovation,Making Change Stick,Embedding innovation at scale,behaviours,How would you rate your competence in supporting and championing change to help maintain momentum - even when the initial excitement fades?,4,Practitioner,derived,"Anticipates the point at which energy around a change typically fades and takes deliberate steps to sustain commitment - refreshing communication, reconnecting people to the reasons for the change, addressing emerging fatigue and ensuring that early adopters feel supported and recognised. Helps colleagues understand that the difficult middle period of a change is normal and manageable."
Innovation,Making Change Stick,Embedding innovation at scale,behaviours,How would you rate your competence in supporting and championing change to help maintain momentum - even when the initial excitement fades?,5,Expert,inferred,"Builds organisational conditions that sustain commitment to change over the long term - ensuring that new approaches are embedded in processes, incentives and expectations rather than dependent on individual enthusiasm. Helps leaders understand the dynamics of change fatigue and the signals that indicate a change is starting to erode, and intervenes early to prevent drift back to old habits."
Innovation,Making Change Stick,Embedding innovation at scale,behaviours,"How would you rate your competence in actively connecting with colleagues in other teams, departments or organisations - sharing what has worked and helping proven approaches reach people who could benefit from them?",1,Novice,inferred,"Has little experience of building relationships beyond their immediate team. Begins to notice that good ideas often spread through personal connections rather than formal processes, and is open to sharing what they have learned with colleagues in other teams when the opportunity arises."
Innovation,Making Change Stick,Embedding innovation at scale,behaviours,"How would you rate your competence in actively connecting with colleagues in other teams, departments or organisations - sharing what has worked and helping proven approaches reach people who could benefit from them?",2,Awareness,derived,"Shares what their team has tried and learned with colleagues outside their immediate context, and is receptive to hearing what others are doing differently. Recognises that building relationships across organisational boundaries makes it easier for successful approaches to spread, and looks for informal opportunities to make those connections."
Innovation,Making Change Stick,Embedding innovation at scale,behaviours,"How would you rate your competence in actively connecting with colleagues in other teams, departments or organisations - sharing what has worked and helping proven approaches reach people who could benefit from them?",3,Working,derived,"Actively builds relationships with colleagues in other teams and organisations who are working on similar challenges - sharing what has worked, learning from their experience and making connections that help proven approaches travel beyond their original context. Represents their team's work externally and helps others understand what they have learned and how it might apply elsewhere."
Innovation,Making Change Stick,Embedding innovation at scale,behaviours,"How would you rate your competence in actively connecting with colleagues in other teams, departments or organisations - sharing what has worked and helping proven approaches reach people who could benefit from them?",4,Practitioner,derived,"Deliberately cultivates partnerships across organisational boundaries that enable successful innovations to spread - identifying who needs to know about a proven approach, brokering connections between teams with relevant experience and ensuring that knowledge about what works doesn't stay siloed. Builds relationships with external organisations, other government departments and professional networks that keep their team connected to the wider innovation landscape."
Innovation,Making Change Stick,Embedding innovation at scale,behaviours,"How would you rate your competence in actively connecting with colleagues in other teams, departments or organisations - sharing what has worked and helping proven approaches reach people who could benefit from them?",5,Expert,inferred,"Builds and sustains cross-organisational partnerships and networks that systematically enable innovation to travel across government - ensuring that proven approaches reach the teams and contexts where they could deliver the greatest value. Establishes lasting relationships with external partners, other departments and international peers that create ongoing channels for shared learning and collaborative innovation at scale."
AI,Foundational AI Skills,AI literacy,knowledge,"How would you rate your understanding of what AI is, how it works and what it can and cannot do?",1,Novice,source,Basic or minimal knowledge; knows that AI tools exist and are used in government but has little understanding of how they work or what they can do.
AI,Foundational AI Skills,AI literacy,knowledge,"How would you rate your understanding of what AI is, how it works and what it can and cannot do?",2,Awareness,source,"Understands what common AI tools do and broadly how they work; knows that AI outputs depend on inputs such as training data and that different AI approaches (e.g. prediction, classification, generative text) suit different tasks."
AI,Foundational AI Skills,AI literacy,knowledge,"How would you rate your understanding of what AI is, how it works and what it can and cannot do?",3,Working,source,"Confidently understands how different AI types generate outputs, what their limitations are, and what failure modes mean for how outputs should be used - including hallucination and bias for generative systems, and false positives/negatives, drift and overfitting for prediction and classification systems."
AI,Foundational AI Skills,AI literacy,knowledge,"How would you rate your understanding of what AI is, how it works and what it can and cannot do?",4,Practitioner,derived,"Deep understanding of AI capabilities and limitations across different types including generative AI, predictive models, classification, recommendation and automation; advises colleagues on appropriate use and potential harms."
AI,Foundational AI Skills,AI literacy,knowledge,"How would you rate your understanding of what AI is, how it works and what it can and cannot do?",5,Expert,inferred,Authoritative knowledge of the AI landscape; shapes how AI is understood and used responsibly across teams and stays current with developments in AI capabilities and risks.
AI,Foundational AI Skills,AI literacy,skills,How would you rate your competence in using AI tools in your everyday work?,1,Novice,source,Uses AI tools with direct support; needs guidance on which tools are appropriate and how to use them for basic tasks.
AI,Foundational AI Skills,AI literacy,skills,How would you rate your competence in using AI tools in your everyday work?,2,Awareness,source,"Uses familiar AI tools independently for simple, everyday tasks; knows which approved tools are available and follows organisational guidance on their use."
AI,Foundational AI Skills,AI literacy,skills,How would you rate your competence in using AI tools in your everyday work?,3,Working,source,Uses a range of AI tools confidently and independently in own work; selects the right tool for the task and applies AI where it genuinely adds value.
AI,Foundational AI Skills,AI literacy,skills,How would you rate your competence in using AI tools in your everyday work?,4,Practitioner,derived,Uses AI tools fluently across varied contexts; helps colleagues identify and adopt tools that improve their work and shares practical knowledge of effective use.
AI,Foundational AI Skills,AI literacy,skills,How would you rate your competence in using AI tools in your everyday work?,5,Expert,inferred,Sets the standard for effective AI tool use across teams; ensures colleagues have the skills and confidence to use AI tools well and stays current with new tools and capabilities.
AI,Foundational AI Skills,AI literacy,skills,"How would you rate your competence in specifying and preparing inputs so AI systems produce reliable, useful outputs?",1,Novice,derived,Follows basic guidance on inputs - such as example prompts or provided reference data - with support; needs help understanding why inputs affect output quality.
AI,Foundational AI Skills,AI literacy,skills,"How would you rate your competence in specifying and preparing inputs so AI systems produce reliable, useful outputs?",2,Awareness,derived,"Prepares simple inputs independently - for example clear prompts with purpose and audience, or appropriate reference data - and understands that input quality shapes results."
AI,Foundational AI Skills,AI literacy,skills,"How would you rate your competence in specifying and preparing inputs so AI systems produce reliable, useful outputs?",3,Working,derived,"Specifies effective inputs for a range of everyday AI uses; for generative tools, frames prompts neutrally and iterates when outputs miss the mark; for other systems, recognises when training data, thresholds or context need checking; confirms outputs address the task before use."
AI,Foundational AI Skills,AI literacy,skills,"How would you rate your competence in specifying and preparing inputs so AI systems produce reliable, useful outputs?",4,Practitioner,derived,Develops and shares effective input practices across AI types and contexts; coaches colleagues on clear specification and neutral framing where bias could be introduced; troubleshoots poor outputs by revisiting inputs and configuration.
AI,Foundational AI Skills,AI literacy,skills,"How would you rate your competence in specifying and preparing inputs so AI systems produce reliable, useful outputs?",5,Expert,derived,Sets standards for how teams specify and validate inputs across AI systems; stays current with evolving practice; ensures colleagues understand how leading inputs or poor reference data can compromise high-stakes work such as policy advice.
AI,Foundational AI Skills,AI literacy,behaviours,How would you rate your competence in checking whether an AI output is reliable before acting on it or sharing it with others?,1,Novice,source,Beginning to notice that AI outputs might not always be right; tends to accept what AI produces without applying own judgment.
AI,Foundational AI Skills,AI literacy,behaviours,How would you rate your competence in checking whether an AI output is reliable before acting on it or sharing it with others?,2,Awareness,source,Recognises that AI outputs can be wrong or misleading; approaches them with some caution and seeks guidance before acting on outputs that seem uncertain.
AI,Foundational AI Skills,AI literacy,behaviours,How would you rate your competence in checking whether an AI output is reliable before acting on it or sharing it with others?,3,Working,source,"Consistently approaches AI outputs critically; questions what AI produces, considers limitations and does not use outputs without applying own judgment."
AI,Foundational AI Skills,AI literacy,behaviours,How would you rate your competence in checking whether an AI output is reliable before acting on it or sharing it with others?,4,Practitioner,derived,Models critical engagement with AI outputs; challenges colleagues who accept AI outputs uncritically and promotes a questioning approach across the team.
AI,Foundational AI Skills,AI literacy,behaviours,How would you rate your competence in checking whether an AI output is reliable before acting on it or sharing it with others?,5,Expert,inferred,"Champions a culture of critical AI literacy across teams; ensures that questioning AI outputs is treated as standard practice rather than optional, especially in high-stakes decisions."
AI,Foundational AI Skills,Assessing AI opportunities,knowledge,How would you rate your understanding of where AI and automation can and cannot add value - including what kinds of tasks AI tends to help with and what makes some tasks unsuitable?,1,Novice,source,Basic or minimal knowledge; knows that AI can improve some processes but has little understanding of where it adds value or why it might not be suitable.
AI,Foundational AI Skills,Assessing AI opportunities,knowledge,How would you rate your understanding of where AI and automation can and cannot add value - including what kinds of tasks AI tends to help with and what makes some tasks unsuitable?,2,Awareness,source,"Understands the types of tasks and processes where AI is most likely to add value; knows that suitability depends on factors like data quality, process stability and the nature of the task."
AI,Foundational AI Skills,Assessing AI opportunities,knowledge,How would you rate your understanding of where AI and automation can and cannot add value - including what kinds of tasks AI tends to help with and what makes some tasks unsuitable?,3,Working,derived,"Confidently understands where AI and automation can and cannot add value across a range of task types; knows what makes a task well-suited to AI and what constraints - technical, ethical or practical - might make it unsuitable."
AI,Foundational AI Skills,Assessing AI opportunities,knowledge,How would you rate your understanding of where AI and automation can and cannot add value - including what kinds of tasks AI tends to help with and what makes some tasks unsuitable?,4,Practitioner,inferred,"Deep understanding of the conditions under which AI delivers genuine value; advises on where AI investment is likely to be worthwhile and where it is not, drawing on evidence and experience across different contexts."
AI,Foundational AI Skills,Assessing AI opportunities,knowledge,How would you rate your understanding of where AI and automation can and cannot add value - including what kinds of tasks AI tends to help with and what makes some tasks unsuitable?,5,Expert,inferred,Authoritative knowledge of AI opportunity and constraint across the full range of AI types; shapes how AI potential is assessed across teams and ensures adoption is evidence-based and proportionate.
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in identifying tasks, inefficiencies or pain points that AI could help address?",1,Novice,inferred,Begins to notice that some tasks might benefit from AI; tends toward an all-or-nothing view of what AI can do rather than seeing specific opportunities clearly.
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in identifying tasks, inefficiencies or pain points that AI could help address?",2,Awareness,source,Identifies simple opportunities where AI could reduce repetitive work or improve efficiency; shares ideas with colleagues and is open to exploring what might be possible.
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in identifying tasks, inefficiencies or pain points that AI could help address?",3,Working,source,"Actively identifies tasks, inefficiencies and pain points in own work and service processes where AI could add genuine value; develops initial ideas and engages others to test assumptions."
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in identifying tasks, inefficiencies or pain points that AI could help address?",4,Practitioner,source,Leads structured identification of AI opportunities across a team or area of work; uses evidence and insight to pinpoint where AI could have the highest impact and builds a credible case for investment.
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in identifying tasks, inefficiencies or pain points that AI could help address?",5,Expert,source,"Shapes how AI opportunities are identified across teams; builds the culture, networks and frameworks needed to surface transformative ideas and turn them into lasting improvements."
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in weighing up whether AI is the right solution for a problem, taking into account its limitations and risks alongside its potential benefits?",1,Novice,source,Aware that AI has some limitations but may not yet understand what they are; tends to either dismiss AI entirely or accept it uncritically rather than identifying specific risks or constraints.
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in weighing up whether AI is the right solution for a problem, taking into account its limitations and risks alongside its potential benefits?",2,Awareness,source,"Recognises common constraints that affect AI suitability such as poor data quality, unstable processes or regulatory requirements; follows guidance to weigh these against potential benefits."
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in weighing up whether AI is the right solution for a problem, taking into account its limitations and risks alongside its potential benefits?",3,Working,source,"Confidently identifies limitations and risks that could make AI unsuitable for a given task - including data gaps, ethical concerns, high-stakes decisions and tasks requiring human judgment; uses this to make well-rounded recommendations."
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in weighing up whether AI is the right solution for a problem, taking into account its limitations and risks alongside its potential benefits?",4,Practitioner,source,"Anticipates complex constraints including ethical implications, change impact and long-term risk; helps colleagues recognise limitations they may have missed and ensures proposals are realistic and responsible."
AI,Foundational AI Skills,Assessing AI opportunities,skills,"How would you rate your competence in weighing up whether AI is the right solution for a problem, taking into account its limitations and risks alongside its potential benefits?",5,Expert,source,"Ensures AI is only adopted where limitations have been thoroughly assessed and mitigated; shapes how risk and constraint evaluation is done across teams and aligns adoption with strategy, ethics and regulation."
AI,Foundational AI Skills,Using AI safely,knowledge,How would you rate your understanding of your organisation's rules on which AI tools are approved for use and what data can safely be shared with them?,1,Novice,inferred,Has little or no practical knowledge of which AI tools are approved or what data can safely be shared with them.
AI,Foundational AI Skills,Using AI safely,knowledge,How would you rate your understanding of your organisation's rules on which AI tools are approved for use and what data can safely be shared with them?,2,Awareness,inferred,"Understands that rules exist on approved tools and data sharing, and knows where to find them."
AI,Foundational AI Skills,Using AI safely,knowledge,How would you rate your understanding of your organisation's rules on which AI tools are approved for use and what data can safely be shared with them?,3,Working,inferred,Understands which tools are approved for their own work and what data can and cannot be shared with them.
AI,Foundational AI Skills,Using AI safely,knowledge,How would you rate your understanding of your organisation's rules on which AI tools are approved for use and what data can safely be shared with them?,4,Practitioner,inferred,Has detailed understanding of the reasoning behind approval and data-sharing rules; explains them to colleagues and flags situations the guidance does not clearly cover.
AI,Foundational AI Skills,Using AI safely,knowledge,How would you rate your understanding of your organisation's rules on which AI tools are approved for use and what data can safely be shared with them?,5,Expert,inferred,Holds authoritative knowledge of approval and data-handling rules across tools and contexts; shapes or advises on the policy itself.
AI,Foundational AI Skills,Using AI safely,skills,How would you rate your competence in spotting when a specific AI prompt or task carries a safety risk - whether from the data it contains or from the nature of the task itself - and adjusting or stopping before proceeding?,1,Novice,inferred,"Cannot yet reliably spot when a prompt or task carries a safety risk without direct support; with support, begins to avoid obviously sensitive data in prompts."
AI,Foundational AI Skills,Using AI safely,skills,How would you rate your competence in spotting when a specific AI prompt or task carries a safety risk - whether from the data it contains or from the nature of the task itself - and adjusting or stopping before proceeding?,2,Awareness,inferred,Uses basic checks with support to recognise common data risks in prompts; relies on others to judge whether a task itself is appropriate.
AI,Foundational AI Skills,Using AI safely,skills,How would you rate your competence in spotting when a specific AI prompt or task carries a safety risk - whether from the data it contains or from the nature of the task itself - and adjusting or stopping before proceeding?,3,Working,inferred,"Applies safety checks independently in routine situations, spotting both data exposure and tasks unsuited to AI, and adjusts or stops accordingly."
AI,Foundational AI Skills,Using AI safely,skills,How would you rate your competence in spotting when a specific AI prompt or task carries a safety risk - whether from the data it contains or from the nature of the task itself - and adjusting or stopping before proceeding?,4,Practitioner,inferred,Uses judgement independently across varied scenarios to spot subtler risks that are not obviously about data; helps colleagues in their area of work see them too.
AI,Foundational AI Skills,Using AI safely,skills,How would you rate your competence in spotting when a specific AI prompt or task carries a safety risk - whether from the data it contains or from the nature of the task itself - and adjusting or stopping before proceeding?,5,Expert,inferred,Leads application of safety judgement across teams or services in novel or ambiguous situations; shapes guidance or standards others rely on.
AI,Foundational AI Skills,Using AI safely,behaviours,How would you rate your ability to escalate concerns about AI use to the right person when something feels wrong?,1,Novice,inferred,"Shows curiosity and asks questions when something feels wrong, but needs prompting to know what to do about it."
AI,Foundational AI Skills,Using AI safely,behaviours,How would you rate your ability to escalate concerns about AI use to the right person when something feels wrong?,2,Awareness,inferred,"Raises concerns with a manager or colleague when encouraged, with support when needed; may hesitate to act alone without support."
AI,Foundational AI Skills,Using AI safely,behaviours,How would you rate your ability to escalate concerns about AI use to the right person when something feels wrong?,3,Working,inferred,"Escalates concerns about AI use consistently in everyday work, promptly and without needing to be prompted."
AI,Foundational AI Skills,Using AI safely,behaviours,How would you rate your ability to escalate concerns about AI use to the right person when something feels wrong?,4,Practitioner,inferred,Coaches and supports others informally by spotting subtle or complex risks and escalating with enough detail for action to be taken.
AI,Foundational AI Skills,Using AI safely,behaviours,How would you rate your ability to escalate concerns about AI use to the right person when something feels wrong?,5,Expert,inferred,"Shapes standards by exercising authoritative judgement on when AI use crosses a line, including risks existing guidance does not yet cover."
AI,AI Governance and Ethics,Interpreting AI outputs,knowledge,How would you rate your understanding of how AI generates outputs and why they may be unreliable or biased?,1,Novice,source,Basic or minimal knowledge; knows that AI outputs can be wrong but may not understand why.
AI,AI Governance and Ethics,Interpreting AI outputs,knowledge,How would you rate your understanding of how AI generates outputs and why they may be unreliable or biased?,2,Awareness,source,"Understands that AI outputs can be inaccurate, uncertain or biased; knows that outputs are shaped by the data the system was trained on and that checking them is important for fair and transparent decisions."
AI,AI Governance and Ethics,Interpreting AI outputs,knowledge,How would you rate your understanding of how AI generates outputs and why they may be unreliable or biased?,3,Working,derived,"Confidently understands why AI outputs may be unreliable - including hallucination, bias from training data, overconfidence and lack of context; knows how to recognise these issues and what they mean for how outputs should be used."
AI,AI Governance and Ethics,Interpreting AI outputs,knowledge,How would you rate your understanding of how AI generates outputs and why they may be unreliable or biased?,4,Practitioner,derived,"Deep understanding of how different AI types generate outputs, their specific failure modes and how patterns of error or bias can be identified and documented; the person others turn to when AI outputs need scrutinising."
AI,AI Governance and Ethics,Interpreting AI outputs,knowledge,How would you rate your understanding of how AI generates outputs and why they may be unreliable or biased?,5,Expert,inferred,"Authoritative knowledge of AI output reliability, evaluation methods and documentation standards; shapes how outputs are reviewed, challenged and explained across teams and in high-stakes decisions."
AI,AI Governance and Ethics,Interpreting AI outputs,skills,How would you rate your competence in checking and interpreting AI outputs before acting on them?,1,Novice,source,Checks AI outputs with direct support; needs guidance to understand what an output means and whether it can be trusted.
AI,AI Governance and Ethics,Interpreting AI outputs,skills,How would you rate your competence in checking and interpreting AI outputs before acting on them?,2,Awareness,source,Applies basic checks to AI outputs with light support; asks questions about how results were generated and avoids acting on them without verifying.
AI,AI Governance and Ethics,Interpreting AI outputs,skills,How would you rate your competence in checking and interpreting AI outputs before acting on them?,3,Working,source,"Checks and interprets AI outputs independently; compares them with other evidence, looks for errors or bias and applies consistent checks before acting."
AI,AI Governance and Ethics,Interpreting AI outputs,skills,How would you rate your competence in checking and interpreting AI outputs before acting on them?,4,Practitioner,source,"Tests AI outputs rigorously across varied scenarios; identifies patterns of error or bias, suggests improvements and reviews colleagues interpretations for accuracy."
AI,AI Governance and Ethics,Interpreting AI outputs,skills,How would you rate your competence in checking and interpreting AI outputs before acting on them?,5,Expert,source,Sets standards for how AI outputs are checked and documented across teams; guides high-stakes decisions and ensures review processes are robust and consistently applied.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in making clear to others when a decision or recommendation has been informed by AI - including what that means for how certain you are?,1,Novice,inferred,Beginning to notice that AI involvement in a decision or output is worth mentioning; does not yet do this consistently or know how to explain uncertainty.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in making clear to others when a decision or recommendation has been informed by AI - including what that means for how certain you are?,2,Awareness,source,Acknowledges when AI has contributed to a decision or recommendation and flags basic limitations to colleagues in plain terms.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in making clear to others when a decision or recommendation has been informed by AI - including what that means for how certain you are?,3,Working,source,Consistently transparent about AIs role in decisions and recommendations; clearly communicates uncertainty and limitations so others can make informed judgments.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in making clear to others when a decision or recommendation has been informed by AI - including what that means for how certain you are?,4,Practitioner,source,Actively ensures AI contributions and their limitations are clearly communicated in all relevant contexts; challenges colleagues who present AI outputs without appropriate caveats.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in making clear to others when a decision or recommendation has been informed by AI - including what that means for how certain you are?,5,Expert,source,"Champions transparency about AI use and uncertainty across teams; sets standards for how AI contributions are disclosed and documented, including in high-stakes decisions."
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in deciding when to trust an AI output and when to question or override it?,1,Novice,source,Beginning to notice that AI outputs might not always be right; tends to accept what AI produces without applying own judgment.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in deciding when to trust an AI output and when to question or override it?,2,Awareness,source,Recognises the importance of human judgment alongside AI; avoids accepting recommendations blindly and asks questions before acting on outputs.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in deciding when to trust an AI output and when to question or override it?,3,Working,source,"Consistently exercises own judgment when working with AI outputs; treats AI as one input among several rather than the final word, and overrides it when evidence or experience suggests otherwise."
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in deciding when to trust an AI output and when to question or override it?,4,Practitioner,source,Actively guards against automation bias in own and others work; coaches colleagues to apply independent judgment and challenges decisions that defer uncritically to AI.
AI,AI Governance and Ethics,Interpreting AI outputs,behaviours,How would you rate your competence in deciding when to trust an AI output and when to question or override it?,5,Expert,source,"Leads a culture of human oversight across teams; ensures AI is used as a tool to support judgment rather than replace it, particularly in high-stakes decisions affecting citizens."
AI,AI Governance and Ethics,Applying AI governance,knowledge,How would you rate your understanding of the legal and regulatory frameworks that govern AI use?,1,Novice,source,Basic or minimal knowledge; knows that AI use is governed by rules and policies but has little understanding of what they are.
AI,AI Governance and Ethics,Applying AI governance,knowledge,How would you rate your understanding of the legal and regulatory frameworks that govern AI use?,2,Awareness,source,Understands the key legal and regulatory requirements that apply to AI use; knows where to find guidance and who to ask when unsure.
AI,AI Governance and Ethics,Applying AI governance,knowledge,How would you rate your understanding of the legal and regulatory frameworks that govern AI use?,3,Working,derived,"Confidently understands how relevant laws, regulations and organisational policies apply to AI use in own context; knows how governance frameworks connect to accountability and compliance, and recognises that rules are a minimum standard rather than the whole picture."
AI,AI Governance and Ethics,Applying AI governance,knowledge,How would you rate your understanding of the legal and regulatory frameworks that govern AI use?,4,Practitioner,derived,"Deep understanding of AI governance frameworks, regulatory requirements and accountability structures; recognises when compliance alone is not enough and knows when to look beyond the rules."
AI,AI Governance and Ethics,Applying AI governance,knowledge,How would you rate your understanding of the legal and regulatory frameworks that govern AI use?,5,Expert,inferred,"Authoritative knowledge of AI law, regulation and governance; identifies gaps where existing frameworks have not kept pace with technology, advocates for stronger governance and shapes how frameworks are understood and applied across teams."
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in applying governance and compliance requirements when using or commissioning AI?,1,Novice,source,Follows agreed rules and policies when using AI tools with direct support; asks for help when unsure whether something is permitted.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in applying governance and compliance requirements when using or commissioning AI?,2,Awareness,source,Applies basic governance requirements reliably with light support; checks that AI use follows organisational policy and knows who to contact when requirements are unclear.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in applying governance and compliance requirements when using or commissioning AI?,3,Working,source,Applies relevant governance and compliance requirements confidently in everyday AI use; ensures AI tools and outputs meet organisational and regulatory standards before acting on them.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in applying governance and compliance requirements when using or commissioning AI?,4,Practitioner,source,Leads compliance across a team or area of work; ensures AI use meets all relevant legal and regulatory requirements and coaches colleagues on their governance obligations.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in applying governance and compliance requirements when using or commissioning AI?,5,Expert,source,"Sets governance standards for AI use across teams; ensures compliance frameworks are practical, up to date and consistently applied."
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in identifying and responding to governance and compliance risks in AI use?,1,Novice,source,Recognises that some AI use may carry risks; flags concerns with a manager or appropriate contact with direct support.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in identifying and responding to governance and compliance risks in AI use?,2,Awareness,source,Identifies obvious governance risks such as using unapproved tools or sharing data inappropriately; escalates promptly and follows guidance on how to respond.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in identifying and responding to governance and compliance risks in AI use?,3,Working,source,Identifies and responds to governance risks in own AI use; applies agreed processes to mitigate risks and reports issues before they escalate.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in identifying and responding to governance and compliance risks in AI use?,4,Practitioner,source,Reviews AI use across a team or area of work for governance risks; leads responses to compliance issues and strengthens processes to prevent recurrence.
AI,AI Governance and Ethics,Applying AI governance,skills,How would you rate your competence in identifying and responding to governance and compliance risks in AI use?,5,Expert,source,"Shapes how governance risks are identified and managed across teams; ensures risk management processes are robust, proportionate and consistently applied."
AI,AI Governance and Ethics,Using AI responsibly and ethically,knowledge,How would you rate your understanding of the ethical principles that should guide responsible AI use in public services?,1,Novice,source,"Has little knowledge of the ethical principles that apply to AI in public services, but begins to notice situations where AI use might raise concerns about fairness, transparency or harm - including environmental cost."
AI,AI Governance and Ethics,Using AI responsibly and ethically,knowledge,How would you rate your understanding of the ethical principles that should guide responsible AI use in public services?,2,Awareness,source,"Understands the key ethical principles that apply to AI - including fairness, transparency, avoiding harm to people and minimising environmental impact - and can recognise when they are relevant in simple situations."
AI,AI Governance and Ethics,Using AI responsibly and ethically,knowledge,How would you rate your understanding of the ethical principles that should guide responsible AI use in public services?,3,Working,derived,"Applies ethical principles confidently in everyday AI use. Understands how fairness, transparency, wider societal impact and environmental sustainability apply to the AI tools and approaches used in own work."
AI,AI Governance and Ethics,Using AI responsibly and ethically,knowledge,How would you rate your understanding of the ethical principles that should guide responsible AI use in public services?,4,Practitioner,derived,"Applies detailed knowledge of ethical principles across a team or area of work; ensures AI use reflects fairness, transparency, accountability and environmental responsibility, and stays current with evolving guidance and legislation."
AI,AI Governance and Ethics,Using AI responsibly and ethically,knowledge,How would you rate your understanding of the ethical principles that should guide responsible AI use in public services?,5,Expert,inferred,"Authoritative knowledge of ethical principles for AI in public services; shapes how they are understood and applied across teams, advocates for stronger standards where needed, and stays current with evolving guidance and legislation - including emerging requirements on environmental sustainability."
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in applying fairness and public benefit considerations when using or recommending AI?,1,Novice,source,Recognises that AI can produce unfair or biased outcomes but needs support to identify when this is happening or what to do about it.
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in applying fairness and public benefit considerations when using or recommending AI?,2,Awareness,source,"Considers whether AI use is fair and likely to be beneficial; flags concerns when something seems discriminatory, harmful or contrary to the public interest, with guidance on how to respond."
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in applying fairness and public benefit considerations when using or recommending AI?,3,Working,derived,Applies fairness and public benefit considerations to own AI use; identifies when AI may produce inequitable outcomes for different groups and raises this appropriately before decisions are made.
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in applying fairness and public benefit considerations when using or recommending AI?,4,Practitioner,derived,"Leads fairness and public benefit assessments across a team or area of work; ensures AI use actively serves the public interest, addresses bias and considers impact on different groups including those who may be disadvantaged."
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in applying fairness and public benefit considerations when using or recommending AI?,5,Expert,inferred,"Shapes how fairness and public benefit are assessed and embedded across teams; ensures AI adoption is genuinely equitable, challenges use that fails to meet this standard, and advocates for those most at risk of harm."
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in making AI use transparent and explainable to those affected by it?,1,Novice,source,Recognises that people affected by AI decisions have a right to understand how those decisions were made; needs support to explain AI use to others in practice.
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in making AI use transparent and explainable to those affected by it?,2,Awareness,source,"Understands why transparency with affected people matters; can explain AI use in simple, honest terms with light guidance and knows when to seek help for more complex situations."
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in making AI use transparent and explainable to those affected by it?,3,Working,derived,Ensures people affected by AI-informed decisions in own work understand how AI was used and what it contributed; recognises that transparency about process and outcomes can and should be provided even where the technical detail of an AI system cannot be disclosed.
AI,AI Governance and Ethics,Using AI responsibly and ethically,skills,How would you rate your competence in making AI use transparent and explainable to those affected by it?,4,Practitioner,derived,"Ensures transparency and explainability are built into how AI is used and communicated across a team; helps colleagues explain AI use clearly to those affected, ensures people know how to raise concerns or challenge decisions, and understands which types of transparency are appropriate in which circumstances - including when technical transparency is not possible."
